,SeniorCitizen,tenure,MonthlyCharges,gender_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_1,Contract_1,Contract_2,Churn_1
3313,0,66,116,1,0,1,0,0,0,0,0
4023,1,8,70,1,0,1,0,0,1,0,0
3817,0,63,69,1,0,1,0,0,0,1,0
5277,0,30,20,0,1,1,0,1,0,0,0
2826,1,34,109,1,1,1,0,0,1,0,0
3242,0,6,89,0,0,1,0,0,0,1,1
4992,0,3,19,0,0,1,0,0,0,0,0
2022,0,56,103,1,1,1,0,1,0,0,0
6251,0,1,50,0,0,1,0,0,0,0,1
6965,0,52,59,0,0,0,1,1,0,0,0
6113,0,62,20,0,1,1,1,1,0,0,0
3969,0,27,20,1,1,1,0,1,0,0,0
4526,0,20,20,1,0,1,0,1,0,0,0
1477,0,31,25,1,1,0,1,1,1,0,0
5012,0,37,55,1,0,1,0,0,0,0,0
4359,0,28,94,1,0,1,1,1,0,0,1
2813,0,64,81,1,1,1,1,0,0,1,0
5232,0,62,39,1,0,0,0,0,0,0,0
934,0,3,25,1,0,0,0,0,1,0,0
5297,1,69,85,1,0,1,0,0,0,1,0
5429,1,65,106,0,0,1,1,0,0,1,1
1609,0,1,75,0,0,1,1,1,1,0,1
3649,0,1,20,1,0,1,1,0,0,1,0
2441,0,2,31,0,0,0,0,1,0,0,1
1970,0,72,114,1,1,1,0,1,0,0,0
1561,1,28,64,0,0,1,1,1,0,0,0
5036,0,30,19,0,0,1,1,1,0,0,0
475,0,70,85,1,0,1,1,1,0,0,0
3976,0,12,50,1,0,1,0,0,0,0,1
2922,0,25,89,0,1,1,0,1,0,0,1
1134,0,6,55,0,1,1,0,1,0,0,0
5835,1,32,94,1,0,1,0,0,0,1,0
5375,0,63,81,0,0,1,0,0,0,0,0
3280,0,2,79,1,0,1,0,0,0,1,1
3435,0,5,49,1,1,1,0,1,0,0,0
2050,0,61,101,0,0,1,0,0,0,1,0
5861,1,57,80,1,0,1,0,0,0,1,0
1180,0,16,71,1,0,1,0,0,0,1,0
2406,0,14,83,1,0,1,0,1,0,0,0
6816,0,2,20,1,1,1,0,1,0,0,0
1355,0,15,76,1,0,1,0,0,0,0,1
5956,1,57,94,1,0,1,1,1,0,0,0
2521,0,3,20,0,0,1,1,1,0,0,0
3791,0,40,106,0,0,1,0,1,0,0,0
4035,0,40,106,1,0,1,1,1,0,0,0
1375,0,53,49,0,1,0,0,0,0,1,0
6577,0,49,94,1,0,1,1,0,0,1,0
2056,1,61,94,0,0,1,1,1,0,0,0
3337,0,71,66,1,1,1,1,1,0,0,0
4354,0,3,70,0,0,1,0,0,0,1,0
697,0,67,103,0,0,1,0,0,0,0,1
5324,0,72,103,1,1,1,1,0,1,0,1
4979,0,34,90,1,1,1,1,0,0,1,0
3329,0,21,86,0,0,1,0,0,0,0,1
5079,1,2,50,0,0,1,1,1,0,0,1
5343,0,39,45,1,1,0,0,0,0,1,0
5619,0,18,40,0,0,0,0,1,1,0,0
2847,1,30,106,1,0,1,1,1,0,0,0
1580,0,70,114,0,1,1,1,0,1,0,1
584,0,39,54,1,0,1,0,0,0,0,0
1157,0,55,19,1,1,1,1,1,1,0,0
3714,0,3,37,1,0,0,0,0,0,1,1
5092,0,1,20,1,0,1,0,0,0,0,1
4785,0,13,72,0,0,1,1,1,0,0,0
4334,1,29,94,1,0,1,0,1,0,0,1
5852,0,7,76,0,1,1,0,1,0,0,0
2733,0,65,84,1,1,1,0,0,0,0,0
6461,0,3,21,1,0,1,0,1,0,0,0
3026,0,65,105,0,0,1,1,1,0,0,0
2642,0,31,20,1,0,1,0,1,0,0,0
6390,0,32,65,1,0,1,0,1,1,0,0
655,1,41,100,1,0,1,0,1,0,0,1
4365,0,3,31,0,1,0,1,0,0,1,1
2676,0,2,91,0,0,1,0,0,1,0,0
2024,1,19,34,1,0,0,0,1,1,0,0
4864,0,8,20,1,1,1,1,1,1,0,0
4744,1,30,100,0,0,1,0,0,0,1,1
4632,0,70,79,1,0,1,0,0,0,0,0
937,0,66,55,1,0,1,1,1,0,0,0
5231,1,72,24,0,0,1,1,1,0,0,0
6896,0,16,94,1,0,1,0,0,0,0,1
185,0,70,25,1,1,1,0,0,0,0,0
6973,0,72,111,0,0,1,0,1,1,0,0
6109,0,1,85,0,0,1,1,0,0,0,1
1332,1,52,60,0,0,1,1,0,0,1,0
2118,1,38,103,1,0,1,0,1,0,0,0
148,0,68,58,0,0,1,0,0,1,0,0
3618,0,26,82,0,1,1,1,0,0,0,0
2185,0,1,20,0,0,1,1,0,0,0,0
2947,0,28,100,1,1,1,0,1,0,0,0
2260,1,72,105,0,0,1,0,1,0,0,0
546,0,43,60,0,1,0,0,1,0,0,0
1379,0,2,69,0,0,1,0,0,0,1,0
714,1,70,89,1,0,1,1,0,0,1,0
3556,1,60,116,0,0,1,0,0,1,0,0
3987,0,38,70,1,0,1,1,1,0,0,0
1181,1,43,101,1,0,1,0,0,0,0,1
986,1,2,74,1,0,1,0,0,0,0,0
4592,1,11,100,0,0,1,1,0,1,0,1
4962,0,2,87,0,0,1,0,0,0,0,1
6384,0,12,62,0,0,1,0,0,1,0,1
5368,0,72,90,0,1,1,0,1,0,0,0
5484,0,32,61,0,1,1,1,1,0,1,0
3046,0,20,21,1,0,1,1,1,1,0,0
4509,0,60,96,1,0,1,0,1,0,0,1
4007,0,3,43,1,0,1,1,0,0,1,1
4944,0,61,75,1,0,1,1,0,0,0,0
3211,1,62,96,0,1,1,0,0,1,0,0
6575,0,5,54,0,0,1,1,0,0,0,0
3705,0,40,97,1,0,1,1,0,0,1,1
4823,0,34,104,1,1,1,0,0,0,0,0
2493,1,27,76,1,0,1,1,1,0,0,1
310,0,1,46,1,0,1,0,0,0,0,0
4320,0,16,63,0,0,1,0,0,1,0,0
3600,0,68,89,1,1,1,1,1,0,0,0
4462,0,56,65,1,0,1,1,1,0,0,0
5716,0,40,80,1,0,1,0,0,0,0,0
6174,1,21,97,1,0,1,0,0,0,0,1
1315,0,1,45,1,0,1,0,0,0,1,1
5800,0,14,26,0,1,1,1,1,0,0,0
6790,0,10,20,1,0,1,1,0,0,1,0
6831,0,70,78,1,1,1,1,1,0,0,0
5485,0,46,73,1,0,1,0,0,0,0,0
3566,0,3,25,0,0,0,1,0,1,0,1
6560,0,58,105,1,0,1,0,0,1,0,1
509,0,26,73,0,0,1,0,0,0,0,0
4373,0,71,25,0,1,1,0,0,1,0,0
3662,0,34,25,0,1,1,0,0,0,0,0
2563,0,40,20,0,0,1,1,1,0,0,0
1409,0,21,65,0,1,1,1,1,0,0,0
4286,0,1,75,0,0,1,1,1,0,0,1
1585,1,56,110,0,0,1,1,0,1,0,0
5605,0,69,19,0,1,1,0,0,0,0,0
6053,1,18,95,1,0,1,1,0,0,1,1
2076,0,11,20,1,1,1,0,0,1,0,0
379,0,10,98,1,0,1,1,1,1,0,1
1564,0,19,95,0,0,1,1,1,0,0,1
666,0,48,102,0,0,1,0,1,0,0,0
3886,0,13,44,0,0,1,1,1,1,0,0
2499,0,7,71,0,1,1,0,0,1,0,0
2610,0,72,71,0,1,1,0,0,0,0,0
5673,1,2,70,0,0,1,0,0,1,0,1
608,0,33,91,1,0,1,1,1,0,1,0
6007,0,64,90,1,1,1,0,0,1,0,0
1746,0,71,90,1,1,1,1,1,0,1,0
3951,0,15,100,1,0,1,1,0,0,1,0
2317,0,6,29,0,0,0,1,0,0,1,0
4605,0,1,51,1,0,1,1,0,0,1,1
2818,0,2,70,1,0,1,0,1,0,0,0
3562,0,9,60,1,0,1,1,1,0,0,0
7015,0,19,20,1,1,1,0,1,0,0,0
286,0,1,70,1,0,1,0,0,0,0,1
2293,0,27,54,1,0,1,1,0,0,1,0
4394,0,56,24,1,1,1,1,0,0,0,0
1893,0,19,26,0,1,1,1,0,0,0,0
6746,0,13,73,1,0,1,0,0,0,0,0
464,0,50,45,1,1,1,1,1,0,1,0
6352,0,52,21,1,1,1,1,1,0,0,0
3993,1,32,106,1,0,1,1,0,0,1,1
2879,0,12,20,0,1,1,1,1,0,0,0
2000,0,38,70,1,0,1,0,1,0,0,1
6076,0,72,110,0,0,1,0,0,1,0,0
5970,0,45,42,1,0,0,1,1,0,0,0
5724,0,27,24,0,1,1,0,1,0,0,0
6685,0,68,80,0,0,1,0,0,0,0,0
2210,0,34,105,1,0,1,1,1,0,1,0
1494,0,14,90,0,1,1,0,0,1,0,1
5633,0,6,21,1,0,1,1,0,0,0,0
6935,1,63,108,1,0,1,1,1,0,1,0
928,0,13,75,0,0,1,1,1,0,1,0
6923,0,52,81,1,0,1,1,0,1,0,0
3634,0,52,59,0,0,1,1,1,0,1,0
1503,0,24,20,0,1,1,1,1,1,0,0
619,0,53,104,0,1,1,1,1,0,0,0
1638,0,29,101,1,1,1,1,1,0,1,0
6768,0,52,101,0,1,1,1,1,0,1,0
3109,0,37,36,1,0,0,1,0,0,1,0
281,0,60,61,0,0,0,0,0,0,0,0
1113,0,32,95,1,1,1,1,1,0,0,0
1956,1,66,108,1,1,1,1,1,0,1,0
3001,0,54,20,1,1,1,0,0,0,0,0
3189,0,1,21,1,0,1,0,0,0,0,0
6691,0,47,19,0,1,1,0,0,1,0,0
217,0,3,20,1,0,1,0,0,0,1,0
1359,0,17,20,1,0,1,1,1,0,0,0
8,0,70,104,1,0,1,1,1,0,0,1
4262,0,1,21,0,0,1,0,0,0,0,0
860,0,36,71,0,0,1,0,0,1,0,0
3006,0,5,81,1,0,1,1,1,0,0,1
4876,0,43,79,1,1,1,0,1,0,0,0
3511,0,52,105,0,0,1,1,0,0,1,1
4455,0,1,20,1,1,1,0,0,0,0,0
4207,0,8,84,0,1,1,0,0,0,0,1
5793,1,27,78,0,0,1,1,0,0,0,1
6305,0,38,66,0,0,1,1,1,0,0,0
1326,0,20,20,0,1,1,0,0,1,0,0
6409,0,12,21,1,1,1,0,0,1,0,0
1883,0,23,57,1,1,1,1,1,0,0,0
2059,0,18,74,0,0,1,1,1,0,0,0
4510,0,1,51,1,1,1,1,0,0,0,1
2306,0,62,55,0,1,1,0,1,0,0,0
3344,1,1,70,0,0,1,1,1,0,0,1
1554,0,11,69,1,0,1,0,0,0,0,0
2786,0,39,51,0,0,0,0,0,1,0,0
1860,1,72,65,1,0,0,0,0,0,1,0
4743,1,64,112,1,1,1,1,0,0,1,0
1944,0,56,93,1,0,1,0,0,0,0,0
524,0,70,20,0,1,1,1,1,0,0,0
5011,0,2,70,1,0,1,1,1,0,0,0
5483,1,72,112,0,0,1,1,1,0,0,0
3081,0,9,79,1,1,1,0,1,0,0,1
93,1,66,102,0,0,1,1,1,0,0,0
1547,0,40,90,1,0,1,1,1,1,0,0
4532,1,12,101,1,0,1,1,1,0,0,1
408,0,5,80,0,0,1,0,0,0,0,1
6446,0,43,75,1,0,1,1,1,1,0,1
3414,0,13,19,0,0,1,0,0,0,1,0
2489,0,18,19,0,1,1,1,0,1,0,0
6010,0,55,26,1,0,1,1,0,0,1,0
3544,0,4,55,0,0,1,1,1,0,0,0
1748,0,40,42,1,0,0,0,0,0,1,1
5725,0,40,64,0,1,1,1,0,0,1,0
5350,0,1,20,1,0,1,1,0,0,1,0
2360,0,8,87,1,0,1,0,0,0,1,1
1282,0,19,25,0,1,0,0,0,0,0,0
4391,0,5,20,0,0,1,0,0,0,0,0
1939,1,32,91,0,0,1,0,0,0,0,0
2340,0,4,70,0,0,1,0,0,1,0,1
4257,0,60,105,0,0,1,0,1,0,0,0
2633,0,4,78,1,0,1,1,1,1,0,1
4288,0,72,87,1,0,1,1,1,0,0,0
4886,0,10,20,0,1,1,0,0,1,0,0
2344,0,51,48,1,1,1,0,0,0,1,0
4292,1,9,100,1,0,1,1,1,0,0,1
423,0,16,19,0,1,1,1,0,1,0,0
633,0,1,21,1,1,1,0,0,1,0,0
6707,1,60,81,1,1,1,1,0,0,1,0
376,0,35,72,1,1,1,0,0,0,0,0
5309,0,7,67,0,0,1,0,0,0,1,0
5886,0,15,91,1,1,1,0,0,0,1,0
3226,1,55,90,0,0,1,0,0,0,0,0
2091,0,8,45,1,1,1,0,0,0,1,0
5788,0,66,66,1,1,1,0,0,0,0,0
5214,0,29,20,1,1,1,0,1,0,0,0
4454,1,37,101,1,0,1,0,0,0,0,1
1192,0,9,25,1,0,0,1,1,0,0,0
5533,0,14,20,1,0,1,1,1,0,0,0
2568,0,20,97,0,0,1,0,0,0,1,0
848,1,14,46,0,0,0,1,0,0,1,0
2717,0,11,20,1,1,1,1,0,0,1,0
2639,0,68,110,1,1,1,1,0,0,0,0
5975,0,37,65,0,0,1,0,1,0,0,1
5706,0,60,77,1,1,1,0,1,0,0,0
1903,0,28,60,0,0,1,0,1,0,0,0
6057,0,61,81,1,0,1,0,0,0,0,0
3440,0,55,45,0,0,1,1,0,0,1,0
101,0,17,85,0,1,1,0,0,0,0,1
922,0,1,21,1,0,1,1,1,0,0,0
2554,0,15,102,1,1,1,0,0,0,0,0
5537,1,2,73,1,0,1,1,1,0,1,0
6836,0,42,21,1,1,1,0,1,0,0,0
2970,0,69,85,0,0,1,0,1,0,0,0
4367,0,6,71,0,0,1,0,0,1,0,0
6277,0,38,95,1,1,1,0,0,0,0,0
3232,0,12,56,1,1,1,0,0,1,0,0
2110,0,60,60,1,1,1,0,0,0,0,0
5059,0,10,36,0,0,0,1,1,0,0,0
3336,0,1,44,0,0,1,0,0,0,1,1
1090,0,16,20,0,1,1,1,1,1,0,0
858,1,25,69,0,0,1,1,1,1,0,0
29,0,72,64,1,0,0,0,0,0,0,0
2740,0,20,85,1,0,1,0,0,0,0,1
5238,0,71,24,1,0,1,0,0,1,0,0
1408,0,1,31,1,1,0,1,1,1,0,1
4577,0,9,20,1,0,1,1,1,1,0,0
1174,0,26,87,1,0,1,1,0,1,0,0
2302,0,58,60,1,0,1,1,0,0,1,1
5145,0,7,69,0,0,1,1,0,1,0,0
3321,0,2,80,1,0,1,1,0,0,1,0
6114,0,72,111,1,1,1,0,0,0,0,0
6249,0,44,96,0,0,1,1,1,0,0,1
1273,0,56,20,0,0,1,1,1,0,0,0
2797,1,58,90,1,1,1,1,1,0,0,0
4447,1,1,49,1,1,1,1,1,0,0,1
1259,0,72,115,0,0,1,0,1,1,0,0
5407,0,55,65,0,0,1,0,0,0,1,0
2486,0,28,91,1,0,1,1,1,1,0,0
3809,1,4,69,1,0,1,0,0,1,0,0
5236,0,72,90,1,0,1,0,1,1,0,0
3829,0,25,20,0,0,1,1,1,0,0,0
3053,0,1,20,1,0,1,1,1,0,1,0
128,0,65,20,1,1,1,0,0,0,0,0
6239,0,32,76,0,0,1,1,1,0,1,0
1307,1,1,74,0,0,1,0,0,1,0,1
5859,0,60,50,0,0,0,1,0,0,1,0
4142,0,60,50,0,1,0,0,0,1,0,0
6440,0,47,20,1,0,1,1,1,0,0,0
6789,0,63,102,1,0,1,0,0,0,0,0
2696,0,44,71,1,0,1,0,0,0,1,0
3657,0,68,108,1,0,1,1,0,0,1,1
6858,0,72,106,1,0,1,1,1,0,0,0
5395,0,68,83,0,1,1,0,1,0,0,1
1288,0,1,72,1,1,1,0,0,0,1,1
6862,0,9,45,1,0,1,1,1,0,0,1
4683,0,8,44,1,0,1,1,1,0,0,0
4281,0,45,100,1,1,1,0,0,0,0,0
5287,0,71,85,0,0,1,0,0,0,0,0
5646,1,16,87,1,0,1,0,0,0,0,1
3182,0,22,20,1,1,1,0,1,0,1,0
3413,0,37,99,1,0,1,0,1,0,0,1
4328,0,8,20,0,1,1,1,0,0,0,0
5660,1,20,91,0,0,1,1,0,1,0,0
1538,0,50,114,1,0,1,1,1,0,0,0
1328,0,28,56,0,0,1,0,0,0,0,0
169,0,69,74,0,1,1,0,0,0,0,0
2222,0,32,75,0,0,1,1,1,0,0,0
2645,0,15,20,0,0,1,0,0,0,0,0
387,0,72,113,0,0,1,0,0,1,0,0
3943,0,37,20,1,0,1,0,0,0,0,0
3464,1,50,75,1,1,1,0,1,0,0,0
1628,0,51,60,1,0,1,1,1,0,0,0
3900,0,30,75,0,0,1,0,0,1,0,0
2770,0,50,20,0,0,1,1,1,0,0,0
7033,0,49,108,0,1,1,0,1,0,0,1
5437,0,34,30,1,1,0,1,0,0,0,0
463,0,13,19,0,1,1,1,1,0,0,0
2127,0,72,92,1,0,1,0,0,1,0,0
3795,0,42,20,1,0,1,0,1,0,0,0
2421,0,27,81,1,0,1,0,0,0,0,0
3245,0,66,91,0,1,1,0,1,0,0,0
2628,0,61,44,0,0,0,0,1,0,0,0
5470,0,12,49,1,1,1,0,1,0,1,0
4800,0,35,26,1,0,1,1,1,0,0,0
4067,0,62,20,1,0,1,0,0,0,1,0
1816,0,64,19,0,0,1,0,0,0,0,0
1595,0,9,20,1,0,1,0,1,0,0,0
730,1,34,96,0,0,1,1,1,0,0,0
4934,0,21,74,0,1,1,1,1,0,1,1
551,0,13,63,0,1,1,1,1,0,1,0
6073,1,1,45,1,0,1,1,0,1,0,0
4132,0,1,25,1,0,0,0,0,0,0,1
1737,1,8,20,0,0,1,0,0,0,0,1
2288,0,18,100,0,0,1,0,1,0,0,1
5593,0,10,50,1,1,1,0,0,1,0,0
4630,0,1,20,1,0,1,1,0,0,0,1
1933,0,67,26,0,0,1,0,0,1,0,0
4932,0,10,56,0,1,1,0,1,1,0,0
4798,0,71,104,0,0,1,1,1,0,0,0
3675,0,26,46,0,1,0,0,0,0,0,0
2905,0,6,51,0,0,1,0,1,1,0,1
2208,0,2,70,0,0,1,1,1,0,0,1
4644,0,72,26,0,0,1,0,0,0,0,0
2823,0,28,91,1,0,1,0,0,0,1,0
6287,0,69,79,1,1,1,1,1,0,0,0
5999,0,17,20,1,0,1,1,1,0,1,0
5574,1,60,106,0,0,1,0,0,0,0,1
3728,0,53,20,1,0,1,1,0,1,0,0
744,0,3,85,0,1,1,0,0,0,0,1
528,0,70,20,1,0,1,0,0,0,1,0
6528,0,4,49,1,1,1,0,0,0,1,1
5387,0,56,20,0,0,1,0,0,0,0,0
1822,0,58,99,0,1,1,1,1,0,0,0
2616,0,31,94,1,0,1,0,0,0,0,1
6553,0,13,52,1,1,1,0,0,0,1,0
6514,0,26,55,0,0,1,0,0,0,1,0
1229,0,38,20,0,1,1,1,0,0,1,0
1223,0,27,59,1,0,1,1,1,0,0,0
3202,0,7,86,0,0,1,0,0,0,0,1
6912,0,26,80,1,0,1,1,1,0,0,1
2728,0,29,19,1,0,1,0,0,1,0,0
2291,0,22,89,1,1,1,1,1,0,0,0
6550,0,4,20,1,0,1,1,1,0,0,0
5167,0,2,45,0,0,1,0,0,0,1,0
3524,0,1,45,1,0,0,1,1,0,0,1
5021,0,18,19,1,0,1,1,1,1,0,0
5892,0,8,55,0,1,1,0,0,0,0,0
877,0,59,106,0,1,1,0,0,1,0,0
204,0,2,20,1,0,1,0,1,0,0,0
2470,1,72,117,0,0,1,1,0,0,1,0
5175,1,26,98,0,0,1,0,0,1,0,0
2534,0,1,19,1,1,1,1,1,1,0,1
411,0,35,80,0,0,1,1,0,1,0,0
2212,0,7,19,1,0,1,0,0,1,0,0
6942,0,48,61,0,0,1,0,0,0,1,0
2105,0,64,66,0,1,1,1,1,0,0,0
186,1,1,25,0,0,0,0,0,0,0,1
605,0,52,85,1,0,1,1,0,0,1,1
2294,0,29,74,0,0,1,1,1,0,0,0
931,0,42,100,0,1,1,0,1,0,1,0
179,0,24,54,1,0,1,0,0,1,0,0
4760,0,16,113,0,1,1,0,0,1,0,0
3056,0,9,99,1,0,1,1,0,0,1,0
1061,0,2,53,1,0,1,1,1,0,1,0
3094,1,16,54,0,0,1,0,0,1,0,0
4746,0,38,105,1,0,1,1,1,0,0,0
6785,0,15,103,1,0,1,1,1,0,1,0
7029,0,36,35,1,0,0,0,0,0,0,0
3466,0,2,95,1,0,1,1,0,0,1,1
3135,0,11,89,0,0,1,1,1,0,0,0
1976,0,72,112,0,0,1,1,1,0,0,0
3373,0,68,115,0,0,1,1,1,0,0,0
3110,0,30,21,1,0,1,0,0,0,0,0
5613,0,21,55,1,0,1,1,0,0,1,0
5227,0,31,94,1,0,1,1,1,0,0,0
1647,1,27,96,1,0,1,0,1,0,0,1
5116,0,5,80,1,0,1,0,1,0,0,0
1029,1,42,56,0,0,1,0,1,0,0,0
4930,0,2,45,0,0,0,0,0,0,0,1
5055,0,1,80,0,0,1,1,0,0,1,1
5344,0,36,93,0,1,1,0,0,0,1,0
1148,0,72,110,0,0,1,1,1,0,0,0
5604,1,49,102,0,0,1,0,1,0,0,0
2571,0,72,24,0,1,1,0,1,0,1,0
5848,0,67,111,1,1,1,1,1,0,1,1
4682,0,25,109,0,0,1,1,1,0,0,0
2638,0,61,51,0,1,0,0,1,1,0,0
5046,0,72,110,1,0,1,0,0,0,0,0
4612,0,65,92,1,0,1,0,0,0,1,1
1658,0,4,51,0,0,1,1,1,0,0,0
3607,1,37,37,1,0,0,0,0,1,0,0
4676,1,32,55,0,0,1,0,0,0,0,0
606,0,72,20,0,1,1,0,0,0,1,0
712,0,72,67,0,1,1,1,0,0,1,0
5150,1,54,55,1,0,0,0,0,0,0,0
4090,0,72,80,0,0,1,0,0,0,0,0
4869,0,21,65,1,0,1,1,1,0,0,0
5839,0,65,59,0,0,1,1,1,0,0,0
5869,0,67,60,1,1,1,1,1,1,0,0
3591,0,50,25,1,0,1,0,1,0,0,0
4953,0,7,20,1,0,1,0,0,0,1,0
895,0,35,113,0,0,1,1,1,0,0,0
2946,1,5,70,1,0,1,1,1,0,0,1
2566,0,53,24,1,0,1,1,0,0,1,0
5506,1,70,106,0,0,1,0,0,0,0,0
2846,0,59,77,1,1,1,0,0,0,0,0
6741,0,1,20,1,0,1,0,1,0,0,1
4881,0,7,95,0,0,1,0,1,0,0,1
5884,0,3,46,0,0,1,0,0,1,0,0
6408,0,2,76,1,0,1,1,1,0,1,1
2066,0,69,54,1,0,1,1,0,0,1,0
5580,0,20,106,0,1,1,0,0,1,0,1
1664,1,57,55,0,0,0,1,1,0,0,0
5740,1,32,80,0,0,1,0,0,0,1,0
4079,1,47,86,1,0,1,1,1,0,0,1
3296,0,71,85,1,1,1,0,0,0,0,0
5542,0,48,45,0,0,0,1,0,0,1,1
4153,0,72,117,1,1,1,0,0,1,0,0
3994,0,4,81,1,1,1,1,1,1,0,1
3378,0,1,46,1,0,1,0,0,0,1,0
487,0,70,25,1,0,1,1,0,0,1,0
3217,0,57,20,0,1,1,0,0,0,0,0
2354,0,72,108,1,0,1,0,0,0,1,0
1272,1,62,84,0,0,1,0,0,0,0,0
6585,0,4,20,1,0,1,0,0,1,0,0
3192,0,15,49,0,0,1,0,0,0,1,0
5100,0,30,56,1,0,1,0,1,0,0,0
6597,1,17,82,1,0,1,0,0,0,0,1
5713,0,71,114,1,1,1,1,0,0,1,0
2258,1,2,24,1,0,0,0,0,1,0,1
5301,0,35,49,1,0,0,1,1,0,0,0
4642,0,66,80,1,1,1,0,0,0,1,0
3187,0,44,54,1,0,0,0,1,0,0,1
6101,0,50,94,1,0,1,1,1,0,1,0
719,0,4,20,0,1,1,1,1,0,0,0
2737,0,12,25,0,1,1,1,1,1,0,0
572,0,48,100,0,0,1,0,0,1,0,0
3723,0,8,19,1,1,1,0,0,0,0,0
2455,0,25,55,1,1,1,0,1,0,0,0
3535,0,72,110,1,0,1,1,1,0,1,0
6873,0,54,80,1,1,1,1,0,0,1,0
2457,0,7,81,0,0,1,0,1,1,0,0
2085,0,68,86,1,1,1,1,1,0,0,0
1325,0,33,93,1,0,1,0,1,0,0,0
4574,0,52,35,0,0,0,1,1,1,0,0
6804,1,47,85,1,1,1,0,1,0,0,0
5428,0,57,60,1,0,1,0,1,0,0,0
1993,0,72,101,0,0,1,0,0,0,0,0
2326,0,10,30,1,0,0,1,1,1,0,1
5582,1,65,105,0,0,1,1,0,0,1,1
6992,0,72,109,0,0,1,1,1,1,0,1
5279,0,70,98,1,1,1,1,0,0,1,0
5937,0,18,81,1,0,1,1,1,0,0,1
2959,0,23,41,1,1,0,1,1,0,0,0
6594,1,34,76,1,0,1,0,0,0,0,0
2896,0,33,60,0,0,0,0,0,1,0,0
1544,1,43,108,0,0,1,0,0,0,0,1
6199,0,4,56,0,0,1,0,1,0,0,0
6598,0,63,41,1,1,0,0,0,0,1,0
4144,0,2,20,0,0,1,1,1,0,0,0
2199,0,32,54,0,0,1,1,0,0,1,0
3475,0,7,71,0,0,1,0,0,1,0,1
969,0,26,75,1,0,1,1,1,0,0,0
1256,0,70,117,1,1,1,1,0,0,1,0
2545,1,3,88,0,1,1,0,0,1,0,1
5972,1,35,111,0,0,1,1,0,0,0,0
2658,0,63,80,1,0,1,0,0,0,1,0
3303,0,16,68,0,1,1,1,1,0,0,0
4848,0,66,75,1,1,1,1,1,0,0,0
3121,0,71,25,1,1,1,0,0,0,0,0
5115,0,71,20,1,0,1,0,0,0,1,0
1899,0,1,77,0,0,1,0,1,0,0,1
5004,0,57,20,0,1,1,1,1,0,0,0
681,1,27,75,0,0,1,0,0,0,1,1
2831,0,7,74,1,0,1,1,1,0,0,0
4329,0,30,20,0,0,1,1,1,0,0,1
5595,0,50,40,0,0,0,0,0,0,0,0
5104,0,70,110,0,0,1,0,0,0,1,0
5795,0,71,86,1,0,1,1,1,0,0,0
1773,0,29,20,0,1,1,0,0,0,1,0
3004,0,18,25,1,0,0,0,1,0,0,0
1453,0,13,76,0,0,1,0,1,0,0,0
7042,0,26,20,1,0,1,0,1,0,1,0
5827,0,1,80,0,0,1,1,1,0,0,1
849,0,54,70,1,0,1,1,0,0,1,0
5933,0,41,114,0,0,1,1,1,0,0,1
2236,1,30,90,1,0,1,0,1,0,0,0
907,0,19,25,0,0,1,0,0,1,0,0
607,1,28,39,0,1,0,0,0,1,0,0
820,1,6,81,1,0,1,1,1,0,0,0
5096,1,69,110,0,0,1,1,0,0,1,0
1519,0,5,96,0,0,1,0,0,0,0,1
805,0,70,101,1,0,1,1,0,0,1,0
5434,0,15,88,0,0,1,1,1,0,0,1
3148,0,2,70,1,0,1,0,1,0,0,0
6823,0,2,45,0,0,0,0,0,0,0,1
3604,0,72,21,1,0,1,0,0,0,0,0
6094,1,1,70,0,0,1,0,0,0,1,0
6714,0,48,20,0,1,1,1,1,0,0,0
401,0,3,51,0,0,1,0,0,1,0,1
5985,0,2,84,0,0,1,1,0,1,0,0
5207,0,27,19,1,1,1,0,0,0,0,0
5829,0,9,91,0,0,1,0,0,1,0,1
2409,0,1,19,1,0,1,0,0,1,0,0
5425,0,12,51,0,0,1,1,1,0,0,0
2262,0,18,20,0,0,1,0,1,0,0,0
5564,0,47,113,1,1,1,1,0,0,1,0
2627,0,31,60,1,1,0,1,0,0,1,0
2231,0,43,86,1,0,1,0,1,0,0,0
151,0,41,80,0,0,1,1,1,0,0,0
580,0,12,19,0,0,1,0,0,0,0,0
4950,0,29,58,0,0,1,1,1,0,0,0
2490,0,49,19,0,0,1,1,1,0,1,0
905,0,72,64,0,1,0,1,1,0,0,0
5688,1,44,85,0,0,1,0,0,0,1,0
1384,0,51,25,1,0,1,0,1,0,0,0
3940,0,34,89,1,0,1,0,0,0,0,0
2906,0,3,30,1,0,0,0,0,0,0,1
4010,0,58,25,0,1,1,0,0,0,0,0
2908,0,33,80,0,0,1,1,1,0,0,0
2005,0,16,73,0,1,1,1,1,1,0,0
3758,0,44,25,1,1,1,0,0,0,0,0
6257,0,59,69,0,0,1,0,1,0,0,0
3540,1,32,86,0,0,1,0,1,0,1,1
2078,0,44,106,1,0,1,0,0,1,0,0
3032,1,57,71,1,0,1,0,0,0,1,0
2316,0,4,89,0,0,1,0,0,0,0,1
2374,0,8,24,1,1,1,0,0,0,0,0
1520,0,3,45,0,0,1,0,0,0,0,0
5463,0,10,24,0,0,1,0,0,0,0,0
