,SeniorCitizen,tenure,MonthlyCharges,gender_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_1,Contract_1,Contract_2
2620,0,0.013888888888888888,0.01980198019801982,1,0,1,0,0,0,0
1936,0,0.041666666666666664,0.5544554455445545,0,0,1,0,0,1,0
3793,0,0.013888888888888888,0.01980198019801982,1,1,1,0,0,0,0
6567,0,0.1111111111111111,0.01980198019801982,0,0,1,1,1,0,0
6071,0,0.6805555555555555,0.33663366336633666,0,0,1,1,1,0,1
3333,0,0.5277777777777778,0.8217821782178218,1,1,1,0,0,0,1
1110,1,0.2777777777777778,0.4158415841584158,0,0,1,0,0,0,1
3655,1,0.5555555555555556,0.3762376237623763,0,0,0,0,0,0,0
5718,0,0.375,0.7029702970297029,0,0,1,0,1,0,0
6292,0,0.3055555555555555,0.504950495049505,0,0,1,1,1,1,0
2998,0,0.2361111111111111,0.7326732673267327,0,1,1,0,1,0,0
2394,1,0.05555555555555555,0.7029702970297029,0,0,1,1,1,1,0
1185,0,0.9027777777777777,0.01980198019801982,1,0,1,1,0,0,0
2007,0,0.013888888888888888,0.06930693069306931,1,0,0,0,1,0,0
193,0,0.9444444444444444,0.613861386138614,1,0,1,1,1,0,1
1515,0,0.05555555555555555,0.26732673267326734,1,0,1,1,0,1,0
5627,1,0.9166666666666666,0.9207920792079209,1,0,1,1,1,0,0
578,1,1.0,0.9405940594059408,1,0,1,1,1,0,0
2123,1,0.861111111111111,0.8514851485148516,1,0,1,1,1,0,0
1429,0,0.041666666666666664,0.3663366336633664,1,0,1,1,0,0,1
771,0,0.8888888888888888,0.6237623762376239,0,0,1,1,1,0,0
2587,0,0.013888888888888888,0.31683168316831684,1,0,1,0,0,1,0
2395,0,0.875,0.613861386138614,0,0,1,1,1,1,0
6996,0,0.3333333333333333,0.45544554455445546,0,1,1,0,0,1,0
1846,0,0.5277777777777778,0.6534653465346534,0,0,1,0,0,1,0
131,0,0.40277777777777773,0.801980198019802,0,0,1,0,0,0,0
178,0,0.027777777777777776,0.5742574257425743,0,0,1,1,1,0,0
3740,0,0.3333333333333333,0.4158415841584158,1,0,1,0,1,0,0
6734,0,0.5277777777777778,0.43564356435643564,1,0,1,0,0,0,0
1811,0,0.4722222222222222,0.8613861386138615,0,0,1,1,1,0,0
4508,0,0.16666666666666666,0.3861386138613862,1,0,1,0,0,0,0
6992,0,1.0,0.9009900990099011,0,0,1,1,1,1,0
2580,0,0.9166666666666666,0.7029702970297029,1,0,1,1,1,0,0
6169,0,0.013888888888888888,0.6237623762376239,1,0,1,0,0,0,0
4667,0,1.0,0.01980198019801982,1,0,1,0,0,0,0
2652,0,0.6527777777777778,0.5544554455445545,0,0,1,0,0,0,0
4595,0,0.08333333333333333,0.8118811881188119,0,0,1,1,0,0,1
2073,0,0.5972222222222222,0.7524752475247525,1,0,1,0,0,0,0
658,1,0.09722222222222221,0.45544554455445546,1,0,1,0,0,1,0
1896,0,0.041666666666666664,0.6237623762376239,0,1,1,1,0,0,0
6555,0,0.05555555555555555,0.26732673267326734,1,1,1,0,0,1,0
2606,0,0.29166666666666663,0.4158415841584158,0,0,1,1,1,0,0
2221,0,0.4861111111111111,0.4158415841584158,1,0,1,0,0,0,1
3659,1,0.38888888888888884,0.8712871287128714,0,0,1,1,1,1,0
6659,0,0.19444444444444442,0.613861386138614,0,0,1,1,0,0,1
2379,0,0.1388888888888889,0.8217821782178218,0,0,1,1,1,0,0
1447,1,0.9444444444444444,0.8811881188118813,1,1,1,1,1,0,0
5766,0,0.611111111111111,0.3564356435643565,1,0,0,0,0,1,0
342,0,0.40277777777777773,0.01980198019801982,0,0,1,1,0,0,0
3372,0,0.7916666666666666,0.0297029702970297,1,1,1,1,1,0,0
6160,0,0.986111111111111,0.8613861386138615,0,0,1,1,0,1,0
6204,0,0.2361111111111111,0.5148514851485149,0,0,1,0,0,0,0
2527,0,0.2222222222222222,0.3663366336633664,1,0,0,1,1,0,0
727,0,0.05555555555555555,0.8217821782178218,0,0,1,0,1,0,0
5542,0,0.6666666666666666,0.26732673267326734,0,0,0,1,0,0,1
976,0,0.3472222222222222,0.0297029702970297,1,0,1,0,1,0,0
4025,0,0.06944444444444445,0.32673267326732675,1,0,0,0,1,0,0
5023,0,0.4861111111111111,0.3663366336633664,1,0,1,0,1,0,0
1928,0,0.013888888888888888,0.25742574257425743,1,0,1,0,0,0,0
3516,0,0.041666666666666664,0.45544554455445546,1,0,1,0,0,0,0
6770,0,0.013888888888888888,0.6336633663366338,1,0,1,0,1,0,0
4588,0,0.09722222222222221,0.01980198019801982,1,0,1,1,1,0,0
6856,0,0.3472222222222222,0.19801980198019803,1,0,0,1,0,0,1
4279,0,0.18055555555555555,0.8514851485148516,0,1,1,1,0,0,0
3755,0,0.6666666666666666,0.4158415841584158,0,0,1,1,1,0,0
6759,0,0.9583333333333333,0.7425742574257426,0,1,1,1,1,1,0
3940,0,0.4722222222222222,0.7029702970297029,1,0,1,0,0,0,0
1299,0,0.6527777777777778,0.9207920792079209,1,0,1,0,0,0,0
4902,0,0.8194444444444444,0.8118811881188119,1,0,1,0,0,0,0
6466,0,0.1388888888888889,0.613861386138614,1,0,1,1,1,0,0
660,0,0.7083333333333333,0.6534653465346534,1,0,1,0,0,0,0
1790,0,0.013888888888888888,0.6534653465346534,1,0,1,0,1,0,0
1492,0,0.986111111111111,0.01980198019801982,0,0,1,1,1,0,0
4730,1,0.3472222222222222,0.7128712871287128,1,0,1,1,1,0,0
493,0,0.09722222222222221,0.25742574257425743,0,0,1,1,0,1,0
3647,0,0.125,0.6633663366336633,0,0,1,0,1,0,0
5143,0,0.8194444444444444,0.8811881188118813,0,0,1,0,0,1,0
4949,0,0.027777777777777776,0.7128712871287128,1,1,1,0,0,0,0
2315,0,0.8888888888888888,0.9603960396039606,0,0,1,1,0,1,0
6537,0,0.5,0.8613861386138615,0,0,1,1,1,1,0
6482,0,0.7777777777777777,0.5742574257425743,1,1,1,1,1,0,0
5969,0,0.5833333333333333,0.801980198019802,1,0,1,0,1,0,0
1085,0,0.06944444444444445,0.8514851485148516,1,0,1,0,1,0,0
6640,0,1.0,0.01980198019801982,1,1,1,0,0,1,0
6464,0,0.1111111111111111,0.6831683168316831,0,0,1,1,0,0,0
694,0,0.16666666666666666,0.3069306930693069,0,0,1,0,0,1,0
1278,1,0.2222222222222222,0.3663366336633664,1,0,1,0,0,1,0
3198,0,0.06944444444444445,0.4752475247524753,1,0,1,1,1,1,0
4966,0,0.041666666666666664,0.25742574257425743,0,1,1,1,0,0,0
4753,0,0.7083333333333333,0.3762376237623763,0,1,0,0,1,0,0
1621,0,0.027777777777777776,0.27722772277227725,1,0,1,1,1,0,0
4091,0,0.5138888888888888,0.46534653465346537,0,0,1,1,0,0,0
3708,0,0.19444444444444442,0.01980198019801982,0,0,1,0,0,0,1
3944,0,0.08333333333333333,0.27722772277227725,0,1,1,0,0,1,0
2561,0,0.25,0.15841584158415845,1,0,0,1,1,0,1
4920,0,0.1388888888888889,0.801980198019802,0,0,1,0,0,0,1
4766,0,0.041666666666666664,0.7326732673267327,0,0,1,1,1,0,1
67,0,0.9305555555555555,0.32673267326732675,1,1,0,0,0,0,1
1731,0,0.041666666666666664,0.3663366336633664,1,0,1,0,1,0,0
5593,0,0.1388888888888889,0.31683168316831684,1,1,1,0,0,1,0
2269,0,0.40277777777777773,0.4851485148514852,0,0,1,0,1,0,0
4955,0,0.15277777777777776,0.01980198019801982,1,0,1,0,1,0,0
4539,1,0.5277777777777778,0.06930693069306931,1,0,0,1,0,0,1
5011,0,0.027777777777777776,0.5148514851485149,1,0,1,1,1,0,0
5545,0,0.4861111111111111,0.7128712871287128,1,1,1,0,1,0,0
820,1,0.08333333333333333,0.6237623762376239,1,0,1,1,1,0,0
1226,0,0.06944444444444445,0.5148514851485149,0,0,1,1,0,0,1
1677,0,0.4583333333333333,0.3663366336633664,1,0,1,1,0,0,1
5886,0,0.20833333333333331,0.7227722772277227,1,1,1,0,0,0,1
2867,0,0.861111111111111,0.8316831683168318,1,0,1,0,0,1,0
3447,0,1.0,0.8712871287128714,1,1,1,1,1,1,0
5492,0,0.013888888888888888,0.01980198019801982,0,0,1,1,0,0,1
2367,0,0.9305555555555555,0.7524752475247525,0,1,1,0,1,0,0
4165,0,0.625,0.9405940594059408,0,0,1,1,1,0,0
4691,1,1.0,0.06930693069306931,1,0,1,1,1,0,0
2512,0,0.05555555555555555,0.01980198019801982,0,1,1,0,0,1,0
5460,0,0.986111111111111,0.7128712871287128,1,1,1,0,0,0,1
2723,0,0.3472222222222222,0.01980198019801982,0,0,1,0,0,0,0
6275,0,0.013888888888888888,0.27722772277227725,1,0,1,1,0,0,1
5996,0,0.013888888888888888,0.3663366336633664,0,0,1,0,0,0,1
5199,1,0.05555555555555555,0.6633663366336633,0,0,1,1,1,1,0
1143,0,1.0,0.26732673267326734,1,1,0,1,0,0,0
397,0,0.4722222222222222,0.7128712871287128,1,1,1,0,1,0,0
6487,0,0.8888888888888888,0.0594059405940594,0,1,1,1,1,0,1
4161,0,0.3055555555555555,0.5643564356435644,1,1,1,0,0,0,0
786,0,0.08333333333333333,0.31683168316831684,0,0,1,1,0,0,1
6036,0,0.3611111111111111,0.3663366336633664,1,0,0,0,1,1,0
4705,0,1.0,0.7128712871287128,1,1,1,0,1,0,0
1398,0,0.013888888888888888,0.06930693069306931,0,0,0,1,1,0,0
1659,0,0.8055555555555555,0.5643564356435644,1,1,1,1,0,0,1
5796,0,0.3611111111111111,0.26732673267326734,1,0,1,0,0,0,1
5111,0,0.08333333333333333,0.00990099009900991,1,0,1,0,1,0,0
3134,0,0.013888888888888888,0.613861386138614,0,1,1,0,0,0,0
3789,0,0.05555555555555555,0.32673267326732675,0,0,1,0,0,0,0
3398,0,0.5972222222222222,0.1089108910891089,1,1,0,1,1,1,0
2220,1,0.09722222222222221,0.5148514851485149,1,0,1,0,0,0,1
979,0,0.16666666666666666,0.01980198019801982,1,0,1,0,0,1,0
2331,0,0.3194444444444444,0.6534653465346534,0,1,1,1,0,1,0
3784,0,0.7222222222222222,0.613861386138614,1,0,1,1,1,0,0
1298,0,0.027777777777777776,0.7227722772277227,0,0,1,0,0,1,0
4272,0,0.9027777777777777,0.910891089108911,1,0,1,1,0,0,1
4639,0,0.09722222222222221,0.613861386138614,0,0,1,1,1,0,0
5695,0,0.013888888888888888,0.5148514851485149,1,0,1,1,1,0,1
3693,0,0.4444444444444444,0.5445544554455446,1,0,1,1,0,1,0
82,0,0.3194444444444444,0.3564356435643565,0,0,1,0,1,0,0
4088,0,0.7777777777777777,0.06930693069306931,1,0,1,1,1,0,0
1967,1,0.4861111111111111,0.8316831683168318,0,0,1,1,0,1,0
6829,1,0.8888888888888888,0.01980198019801982,1,0,1,0,0,0,1
5505,0,0.6944444444444444,0.7128712871287128,0,0,1,0,0,1,0
423,0,0.2222222222222222,0.00990099009900991,0,1,1,1,0,1,0
6097,0,0.08333333333333333,0.3663366336633664,0,0,1,1,0,0,1
1904,0,0.9583333333333333,0.7326732673267327,1,0,1,1,1,0,0
6384,0,0.16666666666666666,0.43564356435643564,0,0,1,0,0,1,0
3917,0,0.4444444444444444,0.613861386138614,1,0,1,0,1,0,0
3618,0,0.3611111111111111,0.6336633663366338,0,1,1,1,0,0,0
839,0,0.986111111111111,0.7920792079207921,1,0,1,0,0,0,1
4442,0,0.3472222222222222,0.5148514851485149,1,0,1,0,1,0,0
141,0,0.4722222222222222,0.07920792079207922,0,1,1,1,0,0,0
5814,1,0.7083333333333333,0.7524752475247525,1,0,1,0,0,0,0
1377,0,0.013888888888888888,0.6336633663366338,0,0,1,1,0,0,1
3674,0,0.9166666666666666,0.7128712871287128,0,1,1,0,0,0,0
5470,0,0.16666666666666666,0.3069306930693069,1,1,1,0,1,0,1
6902,0,0.986111111111111,0.06930693069306931,0,0,1,1,0,1,0
3808,0,0.027777777777777776,0.01980198019801982,1,0,1,0,0,0,0
1138,0,0.09722222222222221,0.7128712871287128,1,1,1,1,0,0,0
2257,0,0.986111111111111,0.0594059405940594,1,1,1,1,0,1,0
1787,0,1.0,0.693069306930693,0,0,1,1,1,1,0
3938,0,0.06944444444444445,0.7524752475247525,0,0,1,0,0,0,0
4552,1,0.027777777777777776,0.25742574257425743,0,0,1,0,0,0,0
459,0,0.05555555555555555,0.6237623762376239,1,0,1,1,1,0,0
6435,1,0.027777777777777776,0.5643564356435644,0,0,1,0,0,0,1
948,1,0.5277777777777778,0.8217821782178218,1,1,1,1,1,0,0
3700,1,1.0,0.7128712871287128,0,1,1,0,0,0,0
1336,0,0.4305555555555555,0.45544554455445546,0,0,1,0,1,0,0
5604,1,0.6805555555555555,0.8316831683168318,0,0,1,0,1,0,0
1602,0,0.5138888888888888,0.7623762376237624,0,1,1,0,1,0,0
2238,0,0.75,0.8514851485148516,0,1,1,0,1,0,0
639,0,0.16666666666666666,0.6831683168316831,0,0,1,1,1,0,0
6798,0,0.9444444444444444,0.01980198019801982,0,0,1,0,1,0,0
3830,0,0.1111111111111111,0.00990099009900991,0,0,1,1,1,0,0
4851,0,1.0,0.01980198019801982,1,1,1,0,1,0,0
6291,0,0.3333333333333333,0.6633663366336633,1,0,1,1,0,1,0
1070,0,0.6944444444444444,0.3663366336633664,1,1,1,0,1,0,0
155,0,0.7638888888888888,0.603960396039604,1,1,1,0,1,0,0
2295,1,0.1388888888888889,0.7623762376237624,1,0,1,0,0,0,0
6914,0,0.7916666666666666,0.34653465346534656,1,0,0,1,1,0,0
1089,0,0.9027777777777777,0.7524752475247525,1,0,1,1,1,0,0
2940,0,0.013888888888888888,0.1188118811881188,0,0,0,0,0,0,0
5952,0,0.041666666666666664,0.26732673267326734,1,0,1,1,0,0,0
930,0,0.7777777777777777,0.8811881188118813,0,0,1,0,1,0,0
2909,0,0.16666666666666666,0.8118811881188119,1,0,1,0,0,1,0
4518,0,0.3194444444444444,0.06930693069306931,0,1,1,1,1,0,0
6458,0,0.41666666666666663,0.7524752475247525,1,0,1,0,0,0,0
3247,0,0.013888888888888888,0.7524752475247525,0,0,1,1,1,0,1
6392,0,1.0,0.9009900990099011,0,0,1,0,0,0,0
5218,0,0.9305555555555555,0.7128712871287128,1,1,1,0,0,1,0
7030,1,0.013888888888888888,0.5742574257425743,0,0,1,0,0,0,0
6078,0,0.29166666666666663,0.5643564356435644,1,0,1,1,0,1,0
6559,0,0.6388888888888888,0.00990099009900991,0,1,1,0,1,0,0
1698,0,0.3055555555555555,0.6435643564356437,0,1,1,1,1,0,1
6622,0,0.2777777777777778,0.01980198019801982,0,0,1,1,0,0,0
7002,0,0.5555555555555556,0.3861386138613862,0,0,1,1,1,0,1
5946,0,0.06944444444444445,0.3069306930693069,1,0,1,0,0,1,0
3831,0,0.5138888888888888,0.5643564356435644,0,1,1,1,1,1,0
6950,0,0.4444444444444444,0.7227722772277227,0,1,1,0,0,0,0
6403,0,0.1388888888888889,0.5940594059405941,0,0,1,1,1,0,1
985,0,0.7222222222222222,0.00990099009900991,1,1,1,1,1,0,0
1821,0,0.4861111111111111,0.0594059405940594,0,1,1,1,1,0,0
587,0,0.041666666666666664,0.0594059405940594,1,0,1,0,0,1,0
6716,0,0.625,0.06930693069306931,0,1,1,1,1,0,0
5493,0,0.5972222222222222,0.7227722772277227,1,0,1,1,1,0,0
6408,0,0.027777777777777776,0.5742574257425743,1,0,1,1,1,0,1
6998,0,0.2361111111111111,0.7227722772277227,1,0,1,0,1,0,0
4457,0,0.1388888888888889,0.15841584158415845,1,0,0,0,1,0,0
6086,0,0.013888888888888888,0.00990099009900991,1,0,1,1,0,0,1
3557,1,0.08333333333333333,0.26732673267326734,1,0,1,0,0,0,0
1395,0,0.8888888888888888,0.6732673267326732,0,0,1,1,0,1,0
264,0,0.2638888888888889,0.43564356435643564,1,0,1,1,1,1,0
3547,0,0.2361111111111111,0.5148514851485149,0,0,1,1,0,0,1
4386,0,0.4305555555555555,0.6237623762376239,0,1,1,0,0,0,1
6425,0,0.1388888888888889,0.0297029702970297,0,0,1,0,0,1,0
6043,0,0.013888888888888888,0.25742574257425743,0,0,1,0,0,0,0
3864,0,0.9583333333333333,0.42574257425742573,0,0,1,1,1,0,0
5841,1,0.9166666666666666,0.8217821782178218,0,0,1,0,0,1,0
2400,0,1.0,0.7227722772277227,0,0,1,0,1,0,0
5082,0,0.7222222222222222,0.4752475247524753,0,0,0,0,0,1,0
3711,0,0.41666666666666663,0.6732673267326732,0,1,1,1,0,1,0
246,0,0.1111111111111111,0.45544554455445546,0,0,1,1,0,1,0
1594,0,0.20833333333333331,0.5148514851485149,1,1,1,1,0,0,1
6846,0,0.8194444444444444,0.0,0,0,1,1,1,0,0
6301,0,0.3055555555555555,0.01980198019801982,1,0,1,1,0,0,0
923,0,0.9027777777777777,0.06930693069306931,1,0,1,1,0,1,0
4339,0,1.0,0.8712871287128714,0,0,1,1,0,1,0
669,0,0.3055555555555555,0.31683168316831684,0,0,0,0,0,0,1
3604,0,1.0,0.0297029702970297,1,0,1,0,0,0,0
1910,0,0.6527777777777778,0.01980198019801982,0,1,1,0,0,0,0
4896,1,0.2222222222222222,0.7326732673267327,1,0,1,0,0,0,0
3958,0,0.027777777777777776,0.5643564356435644,1,0,1,1,1,0,0
2696,0,0.611111111111111,0.5247524752475248,1,0,1,0,0,0,1
2591,0,0.027777777777777776,0.25742574257425743,1,0,1,1,1,0,0
1781,0,0.013888888888888888,0.5544554455445545,1,0,1,1,1,1,0
3013,0,0.15277777777777776,0.01980198019801982,0,0,1,1,0,1,0
2307,1,0.5138888888888888,0.5742574257425743,0,0,1,0,0,1,0
4194,0,0.9166666666666666,0.0297029702970297,1,1,1,1,0,0,1
3690,0,0.2361111111111111,0.6237623762376239,1,1,1,0,0,0,0
687,0,0.027777777777777776,0.4059405940594059,0,0,1,0,0,0,0
612,0,0.8055555555555555,0.06930693069306931,0,0,1,0,0,0,1
3200,0,0.125,0.32673267326732675,0,0,1,1,1,0,0
2267,0,0.3194444444444444,0.0297029702970297,1,0,1,1,1,0,1
6751,0,0.2638888888888889,0.0594059405940594,1,1,1,0,0,0,1
5344,0,0.5,0.7425742574257426,0,1,1,0,0,0,1
1898,0,0.2638888888888889,0.5445544554455446,0,0,1,0,1,0,0
4441,0,0.013888888888888888,0.06930693069306931,0,1,1,0,0,0,1
258,0,1.0,0.06930693069306931,0,0,1,0,0,0,0
2924,0,0.013888888888888888,0.43564356435643564,1,0,1,0,1,0,0
2822,1,1.0,0.7128712871287128,0,1,1,1,0,0,0
3339,0,0.027777777777777776,0.6237623762376239,0,0,1,1,0,0,1
3525,0,0.3333333333333333,0.613861386138614,1,0,1,1,1,0,0
2285,0,0.3611111111111111,0.01980198019801982,0,1,1,1,1,0,0
484,0,0.041666666666666664,0.613861386138614,1,0,1,0,1,0,0
2211,0,0.8888888888888888,0.396039603960396,0,0,1,1,1,1,0
4347,0,0.3333333333333333,0.613861386138614,1,0,1,0,1,0,1
2555,0,0.013888888888888888,0.01980198019801982,1,0,1,0,0,0,0
7,0,1.0,0.5346534653465347,1,1,1,0,0,0,0
3657,0,0.9444444444444444,0.8910891089108912,1,0,1,1,0,0,1
5964,0,0.16666666666666666,0.00990099009900991,0,0,1,0,0,0,0
2426,1,0.6944444444444444,0.6435643564356437,0,0,1,0,0,0,0
1814,0,0.5694444444444444,0.8316831683168318,0,1,1,0,0,0,1
2274,0,0.9166666666666666,0.7227722772277227,0,0,1,0,1,0,0
1011,1,0.3194444444444444,0.7623762376237624,0,0,1,0,0,0,1
6647,0,0.9444444444444444,0.06930693069306931,1,0,1,0,0,0,1
1067,0,0.7222222222222222,0.504950495049505,1,1,1,0,1,0,0
1991,0,0.027777777777777776,0.31683168316831684,1,0,1,1,0,1,0
3970,1,0.4305555555555555,0.7227722772277227,0,0,1,0,0,1,0
4994,0,0.625,0.7623762376237624,1,1,1,0,1,0,0
3867,0,0.18055555555555555,0.3564356435643565,1,0,0,0,0,0,1
6908,0,0.9722222222222222,0.8514851485148516,0,0,1,0,0,0,0
3048,1,0.1111111111111111,0.1089108910891089,1,0,0,0,0,0,0
781,0,0.29166666666666663,0.8118811881188119,0,0,1,0,0,0,0
6836,0,0.5833333333333333,0.0297029702970297,1,1,1,0,1,0,0
1749,0,0.25,0.42574257425742573,0,0,1,1,1,0,0
2791,0,0.38888888888888884,0.3564356435643565,0,0,1,0,0,0,1
1091,1,0.6388888888888888,0.504950495049505,0,0,1,0,0,1,0
6300,0,0.5694444444444444,0.32673267326732675,1,0,0,1,0,0,1
5994,1,0.20833333333333331,0.6435643564356437,0,0,1,1,1,0,0
5709,0,0.9722222222222222,0.8712871287128714,1,1,1,0,0,1,0
2608,1,0.08333333333333333,0.7920792079207921,0,0,1,0,0,0,0
5771,1,0.013888888888888888,0.24752475247524752,1,0,0,0,0,0,0
2290,0,0.5,0.3564356435643565,0,0,1,0,0,0,0
1727,0,0.013888888888888888,0.5148514851485149,1,1,1,1,0,0,0
610,0,0.2222222222222222,0.7425742574257426,0,0,1,0,0,0,0
343,0,0.8472222222222222,0.8712871287128714,1,0,1,0,0,1,0
5488,1,0.05555555555555555,0.7029702970297029,0,0,1,1,1,1,0
3750,0,0.9305555555555555,0.25742574257425743,1,0,0,0,0,1,0
3215,0,0.013888888888888888,0.42574257425742573,1,0,1,1,1,0,0
97,0,0.013888888888888888,0.01980198019801982,1,0,1,0,0,0,0
4409,0,0.5694444444444444,0.9009900990099011,0,1,1,0,0,0,1
1537,1,0.2222222222222222,0.6633663366336633,0,0,1,1,0,0,1
3588,0,0.2361111111111111,0.01980198019801982,0,0,1,1,0,0,0
3648,1,0.1388888888888889,0.603960396039604,1,0,1,1,1,1,0
5601,0,0.40277777777777773,0.4752475247524753,0,0,1,0,0,1,0
1517,1,0.4861111111111111,0.8217821782178218,1,0,1,1,1,1,0
6192,0,0.013888888888888888,0.25742574257425743,0,0,1,0,1,0,0
3669,0,0.611111111111111,0.31683168316831684,0,0,1,1,1,0,0
2090,0,0.40277777777777773,0.5742574257425743,1,1,1,0,0,0,0
572,0,0.6666666666666666,0.8118811881188119,0,0,1,0,0,1,0
6398,0,0.5694444444444444,0.6237623762376239,0,0,1,1,1,0,1
5843,0,0.2361111111111111,0.5148514851485149,1,0,1,1,1,1,0
3062,0,0.4861111111111111,0.06930693069306931,1,1,1,0,0,0,0
4449,0,0.05555555555555555,0.4752475247524753,1,0,1,1,1,0,1
5091,1,0.19444444444444442,0.8118811881188119,0,0,1,0,0,0,0
5326,1,0.861111111111111,0.7128712871287128,1,0,1,0,0,0,0
4701,1,0.6527777777777778,0.8118811881188119,1,0,1,1,1,0,0
370,0,0.19444444444444442,0.3564356435643565,0,0,1,0,0,1,0
1938,0,0.3472222222222222,0.15841584158415845,0,0,0,0,0,0,0
6389,1,0.9444444444444444,0.34653465346534656,0,1,0,0,0,0,1
6075,1,1.0,0.7821782178217822,0,0,1,0,0,1,0
3670,0,0.5833333333333333,0.4950495049504951,0,0,1,1,0,0,0
3652,0,0.6388888888888888,0.8514851485148516,0,0,1,0,0,0,0
2361,0,1.0,0.06930693069306931,0,0,1,0,0,0,0
4260,1,0.29166666666666663,0.8514851485148516,1,0,1,0,0,1,0
4372,0,0.18055555555555555,0.12871287128712872,0,0,0,0,0,0,0
6343,0,0.9027777777777777,0.07920792079207922,0,1,1,0,0,1,0
3737,0,0.3055555555555555,0.7029702970297029,1,1,1,1,0,0,0
4319,1,0.08333333333333333,0.01980198019801982,0,0,1,1,1,1,0
4840,0,0.9027777777777777,0.06930693069306931,1,0,1,0,0,0,0
4872,1,0.20833333333333331,0.603960396039604,1,0,1,1,0,0,1
1171,1,1.0,0.9603960396039606,1,1,1,0,1,1,0
5433,0,0.8333333333333333,0.8712871287128714,0,0,1,0,1,1,0
1422,0,0.5555555555555556,0.8712871287128714,0,0,1,1,1,0,1
6314,1,0.027777777777777776,0.7623762376237624,1,0,1,1,1,0,0
6193,0,0.013888888888888888,0.01980198019801982,1,0,1,1,1,1,0
6187,1,0.75,0.613861386138614,0,0,1,0,0,0,1
874,0,0.7777777777777777,0.46534653465346537,0,1,1,1,1,0,1
2297,0,0.125,0.6732673267326732,1,0,1,1,1,1,0
2643,0,0.041666666666666664,0.5544554455445545,0,0,1,1,1,0,0
6098,0,0.041666666666666664,0.8910891089108912,1,0,1,1,0,1,0
840,0,0.125,0.01980198019801982,1,1,1,1,1,1,0
581,0,0.041666666666666664,0.7326732673267327,1,1,1,0,1,0,0
204,0,0.027777777777777776,0.01980198019801982,1,0,1,0,1,0,0
1641,1,0.3611111111111111,0.00990099009900991,1,0,1,1,0,0,1
2014,0,0.2361111111111111,0.31683168316831684,1,1,1,0,0,0,0
3253,0,0.9583333333333333,0.00990099009900991,1,0,1,1,1,0,0
4331,0,0.4861111111111111,0.0297029702970297,0,0,1,1,0,0,1
905,0,1.0,0.45544554455445546,0,1,0,1,1,0,0
631,0,0.4305555555555555,0.46534653465346537,0,0,1,1,0,0,0
4982,0,0.986111111111111,0.0594059405940594,0,0,1,1,1,1,0
4506,0,0.05555555555555555,0.6534653465346534,0,1,1,1,0,0,1
1974,1,0.18055555555555555,0.7920792079207921,1,0,1,1,1,0,0
162,1,0.05555555555555555,0.5643564356435644,1,0,1,0,1,0,0
4794,0,0.7222222222222222,0.6237623762376239,0,0,1,0,0,0,0
6322,0,0.013888888888888888,0.01980198019801982,1,1,1,0,1,0,0
6241,0,0.20833333333333331,0.06930693069306931,0,0,1,0,0,0,0
875,0,0.06944444444444445,0.6633663366336633,0,0,1,0,0,0,0
1431,0,1.0,0.7227722772277227,1,1,1,1,0,1,0
5928,0,0.9583333333333333,0.6336633663366338,1,0,1,0,0,0,1
4381,1,0.05555555555555555,0.5148514851485149,1,0,1,1,1,0,0
6540,0,0.4305555555555555,0.31683168316831684,1,0,0,0,0,1,0
2856,0,0.125,0.396039603960396,0,0,0,1,0,0,0
1861,0,0.5833333333333333,0.4158415841584158,0,0,1,0,0,0,0
2659,0,0.1111111111111111,0.504950495049505,0,1,1,1,0,0,1
3384,0,0.16666666666666666,0.613861386138614,0,0,1,0,1,0,0
6463,0,0.5694444444444444,0.00990099009900991,0,1,1,1,0,1,0
4647,0,0.3333333333333333,0.6732673267326732,1,0,1,0,0,0,0
3331,0,0.40277777777777773,0.06930693069306931,0,0,1,0,0,0,1
5758,0,0.5694444444444444,0.31683168316831684,0,0,1,0,0,1,0
5930,0,0.9305555555555555,0.32673267326732675,0,1,1,1,1,0,1
4897,0,0.027777777777777776,0.0297029702970297,0,0,1,0,0,0,0
2096,0,0.1388888888888889,0.6237623762376239,1,0,1,0,0,0,0
2003,0,0.20833333333333331,0.504950495049505,1,0,1,0,1,0,1
546,0,0.5972222222222222,0.4158415841584158,0,1,0,0,1,0,0
1449,0,0.8055555555555555,0.01980198019801982,1,1,1,0,0,0,0
4866,0,0.9166666666666666,0.7821782178217822,1,0,1,1,0,0,0
2610,0,1.0,0.5247524752475248,0,1,1,0,0,0,0
1900,0,0.861111111111111,0.0594059405940594,0,0,1,0,0,0,1
5544,0,0.986111111111111,0.6732673267326732,1,0,1,1,1,0,0
2757,0,0.625,0.3564356435643565,0,1,1,1,1,1,0
1885,1,0.013888888888888888,0.32673267326732675,0,0,1,0,0,0,0
6807,0,0.08333333333333333,0.3069306930693069,0,0,1,0,0,0,1
2097,0,0.611111111111111,0.43564356435643564,0,0,1,0,1,0,0
6121,0,0.8888888888888888,0.01980198019801982,0,1,1,0,0,0,1
6321,0,0.16666666666666666,0.8118811881188119,0,0,1,0,0,0,0
836,0,0.8055555555555555,0.7326732673267327,0,1,1,0,0,1,0
3471,0,0.013888888888888888,0.7227722772277227,1,0,1,0,0,1,0
